patch_id,keypoints
21,"112.00,123.00;136.00,139.00;123.00,140.00"
15,"85.00,138.00;98.00,139.00;110.00,141.00"
8,"44.00,86.00;58.00,82.00;72.00,83.00;71.00,91.00;57.00,90.00"
14,"84.00,89.00"
20,"142.00,89.00;113.00,84.00;113.00,97.00;112.00,110.00"
26,"181.00,86.00;155.00,82.00;169.00,83.00;170.00,90.00;156.00,91.00"
10,"65.00,170.00"
28,"154.00,172.00"
16,"109.00,168.00;80.00,159.00;97.00,154.00;109.00,156.00"
22,"121.00,154.00;140.00,160.00"
23,"141.00,186.00;123.00,191.00"
17,"108.00,191.00"
