patch_id,keypoints
15,"110.00,111.00;84.00,127.00;97.00,129.00;100.00,145.00;110.00,147.00"
21,"138.00,129.00;111.00,131.00;124.00,130.00;121.00,145.00"
8,"41.00,80.00;55.00,75.00;70.00,74.00;70.00,84.00;55.00,84.00"
14,"84.00,81.00"
20,"142.00,82.00;111.00,85.00;111.00,98.00"
32,"187.00,83.00"
10,"67.00,163.00"
28,"156.00,166.00"
16,"110.00,159.00;84.00,151.00;109.00,173.00"
19,"112.00,73.00"
26,"159.00,76.00;173.00,78.00;174.00,87.00;158.00,86.00"
22,"140.00,153.00;139.00,171.00;121.00,173.00"
