patch_id,keypoints
20,"118.00,93.00;146.00,82.00;114.00,75.00;117.00,84.00"
15,"91.00,117.00;105.00,118.00;91.00,144.00"
27,"148.00,114.00;155.00,142.00"
8,"39.00,86.00;51.00,80.00;65.00,78.00;66.00,85.00;52.00,87.00"
14,"80.00,83.00"
32,"186.00,84.00"
10,"73.00,160.00"
28,"173.00,158.00;157.00,166.00"
22,"125.00,149.00;139.00,169.00;126.00,170.00"
19,"113.00,67.00"
21,"120.00,119.00;134.00,117.00;111.00,135.00;124.00,136.00;136.00,134.00"
26,"159.00,77.00;174.00,78.00;173.00,85.00;159.00,84.00"
