patch_id,keypoints
21,"121.00,121.00;144.00,137.00;120.00,141.00;132.00,139.00"
15,"95.00,137.00;107.00,139.00"
8,"44.00,91.00;57.00,85.00;72.00,84.00;72.00,93.00;57.00,94.00"
14,"86.00,91.00"
26,"149.00,92.00;163.00,85.00;177.00,86.00;177.00,95.00;162.00,94.00"
32,"190.00,92.00"
10,"72.00,175.00"
28,"164.00,176.00;149.00,164.00"
22,"119.00,172.00;119.00,160.00;132.00,156.00"
20,"119.00,85.00;120.00,97.00;121.00,109.00"
16,"87.00,163.00;106.00,156.00"
29,"150.00,187.00"
23,"133.00,191.00;119.00,191.00"
