patch_id,keypoints
15,"97.00,126.00;76.00,137.00;87.00,140.00;98.00,143.00;110.00,140.00"
21,"123.00,137.00"
2,"36.00,86.00"
14,"76.00,86.00;101.00,78.00;100.00,94.00;98.00,110.00"
20,"133.00,85.00"
26,"174.00,86.00;148.00,82.00;162.00,83.00;162.00,89.00;148.00,89.00"
10,"55.00,167.00;70.00,158.00"
28,"152.00,167.00"
16,"100.00,164.00;87.00,153.00;100.00,156.00"
8,"48.00,82.00;62.00,82.00;62.00,88.00;48.00,89.00"
22,"114.00,153.00;134.00,158.00"
23,"137.00,188.00;117.00,196.00"
17,"101.00,198.00"
