patch_id,keypoints
21,"117.00,130.00;142.00,140.00;117.00,114.00;116.00,146.00;130.00,143.00"
15,"90.00,140.00;103.00,143.00"
8,"40.00,89.00;54.00,83.00;70.00,83.00;69.00,94.00;53.00,94.00"
14,"84.00,92.00"
20,"146.00,93.00;117.00,86.00;117.00,101.00"
32,"189.00,89.00"
10,"68.00,172.00"
28,"160.00,174.00"
22,"114.00,171.00;114.00,161.00;128.00,158.00;144.00,163.00;145.00,182.00"
26,"160.00,83.00;176.00,82.00;177.00,95.00;161.00,95.00"
16,"85.00,163.00;102.00,158.00"
23,"129.00,186.00;114.00,186.00"
