patch_id,keypoints
15,"96.00,111.00;83.00,127.00;96.00,130.00;110.00,127.00;83.00,145.00;95.00,147.00;109.00,145.00"
9,"70.00,125.00"
21,"124.00,125.00"
2,"31.00,80.00"
8,"71.00,80.00;44.00,74.00;58.00,74.00;58.00,81.00;43.00,82.00"
20,"134.00,79.00"
26,"175.00,79.00;162.00,74.00;163.00,81.00;149.00,81.00"
10,"54.00,163.00;68.00,152.00"
22,"143.00,162.00;126.00,152.00;126.00,172.00"
16,"95.00,159.00;109.00,176.00;95.00,176.00"
13,"100.00,70.00"
14,"99.00,84.00;97.00,97.00"
25,"148.00,73.00"
