patch_id,keypoints
21,"136.00,128.00;134.00,112.00;118.00,141.00;132.00,145.00;146.00,141.00"
15,"103.00,139.00"
27,"158.00,138.00"
8,"52.00,86.00;67.00,85.00;66.00,92.00"
14,"95.00,88.00;81.00,84.00;81.00,91.00"
26,"155.00,89.00;169.00,84.00;182.00,85.00;183.00,92.00;169.00,91.00"
32,"194.00,87.00"
16,"77.00,169.00;100.00,167.00"
28,"172.00,168.00;157.00,166.00;156.00,178.00"
22,"131.00,176.00;119.00,164.00;131.00,167.00;142.00,164.00;142.00,182.00;130.00,184.00"
20,"129.00,82.00;131.00,97.00"
