patch_id,keypoints
21,"113.00,123.00;137.00,139.00;114.00,142.00;125.00,140.00"
15,"92.00,138.00;103.00,140.00"
8,"42.00,86.00;54.00,81.00;68.00,81.00;67.00,91.00;53.00,91.00"
14,"83.00,88.00"
26,"148.00,89.00;161.00,82.00;176.00,83.00;177.00,93.00;162.00,93.00"
32,"189.00,88.00"
10,"72.00,174.00"
28,"158.00,174.00"
22,"114.00,172.00;114.00,161.00;127.00,158.00;142.00,164.00;144.00,183.00"
20,"116.00,80.00;114.00,94.00;114.00,108.00"
16,"86.00,164.00;101.00,158.00"
23,"129.00,187.00;116.00,188.00"
