patch_id,keypoints
15,"103.00,127.00;78.00,140.00;102.00,112.00;91.00,142.00;103.00,145.00"
21,"130.00,141.00;117.00,143.00"
2,"30.00,84.00"
8,"73.00,88.00;43.00,78.00;59.00,79.00;58.00,90.00;42.00,90.00"
20,"136.00,89.00"
26,"180.00,86.00;150.00,81.00;166.00,81.00;168.00,92.00;152.00,92.00"
10,"62.00,176.00"
28,"149.00,176.00"
16,"104.00,178.00;77.00,168.00;93.00,164.00;104.00,167.00"
14,"103.00,84.00;103.00,98.00"
22,"116.00,163.00;133.00,168.00;133.00,184.00"
23,"116.00,189.00"
17,"103.00,189.00"
