patch_id,keypoints
21,"142.00,121.00;124.00,136.00;139.00,139.00"
15,"110.00,132.00"
27,"164.00,132.00;152.00,136.00"
8,"58.00,87.00;70.00,81.00;70.00,90.00"
14,"97.00,87.00;83.00,80.00;84.00,89.00"
26,"161.00,88.00;174.00,80.00;174.00,90.00"
32,"198.00,87.00;187.00,81.00;188.00,90.00"
16,"85.00,168.00;108.00,161.00"
28,"180.00,169.00;150.00,157.00;165.00,161.00;165.00,179.00;151.00,183.00"
22,"139.00,168.00;127.00,156.00;139.00,159.00;138.00,183.00"
20,"134.00,82.00;137.00,95.00;139.00,107.00"
