patch_id,keypoints
21,"117.00,121.00;143.00,138.00;117.00,143.00;130.00,140.00"
15,"90.00,137.00;103.00,140.00"
8,"43.00,86.00;57.00,83.00;72.00,82.00;71.00,92.00;56.00,92.00"
14,"87.00,88.00"
20,"147.00,89.00;117.00,82.00;117.00,95.00;117.00,107.00"
32,"190.00,89.00"
10,"69.00,171.00"
28,"163.00,174.00"
22,"117.00,177.00;117.00,167.00;127.00,165.00;143.00,168.00;144.00,179.00;128.00,180.00;117.00,180.00"
26,"162.00,84.00;177.00,85.00;177.00,94.00;162.00,93.00"
16,"89.00,167.00;107.00,165.00"
