patch_id,keypoints
21,"123.00,119.00;121.00,140.00;135.00,137.00"
15,"92.00,132.00;106.00,135.00"
27,"148.00,132.00"
8,"44.00,80.00;58.00,74.00;72.00,88.00;56.00,87.00"
14,"88.00,84.00;74.00,75.00"
20,"144.00,86.00;120.00,77.00;121.00,90.00;121.00,104.00"
32,"187.00,82.00"
10,"67.00,166.00"
28,"167.00,167.00;151.00,160.00"
22,"120.00,172.00;120.00,158.00;133.00,155.00"
26,"159.00,76.00;174.00,75.00;176.00,89.00;160.00,89.00"
16,"86.00,158.00;106.00,154.00"
29,"151.00,185.00"
23,"133.00,192.00;119.00,193.00"
