patch_id,keypoints
21,"117.00,116.00;141.00,134.00;117.00,137.00;129.00,135.00"
15,"94.00,134.00;105.00,135.00"
8,"46.00,90.00;59.00,85.00;73.00,84.00;73.00,94.00;58.00,94.00"
14,"87.00,91.00"
20,"144.00,91.00;114.00,83.00;116.00,94.00;117.00,104.00"
26,"184.00,90.00;158.00,84.00;172.00,84.00;172.00,94.00;158.00,93.00"
10,"73.00,169.00"
28,"159.00,170.00"
22,"118.00,166.00;118.00,155.00;128.00,153.00;144.00,160.00;144.00,178.00;128.00,181.00;117.00,181.00"
16,"90.00,159.00;106.00,152.00"
