patch_id,keypoints
15,"107.00,121.00;83.00,133.00;94.00,135.00;107.00,138.00"
21,"131.00,133.00;119.00,135.00"
8,"38.00,87.00;50.00,83.00;63.00,82.00;63.00,90.00;50.00,91.00"
14,"74.00,87.00;106.00,77.00;107.00,92.00;107.00,106.00"
20,"138.00,86.00"
26,"175.00,86.00;151.00,81.00;164.00,81.00;165.00,90.00;152.00,89.00"
10,"66.00,171.00"
28,"150.00,172.00"
16,"107.00,168.00;81.00,161.00;95.00,155.00;106.00,157.00;107.00,184.00"
22,"119.00,155.00;135.00,161.00;136.00,181.00;121.00,183.00"
