patch_id,keypoints
15,"105.00,129.00;78.00,138.00;107.00,111.00;91.00,141.00;103.00,145.00"
21,"131.00,141.00;118.00,143.00"
8,"43.00,83.00;55.00,75.00;71.00,75.00;70.00,89.00;54.00,89.00"
14,"84.00,86.00;109.00,94.00"
20,"141.00,88.00;111.00,78.00"
32,"185.00,86.00"
10,"54.00,170.00;70.00,164.00"
28,"151.00,176.00"
16,"98.00,174.00;87.00,161.00;98.00,165.00"
26,"155.00,76.00;172.00,77.00;173.00,92.00;157.00,92.00"
22,"112.00,163.00;131.00,169.00"
23,"129.00,185.00"
17,"110.00,188.00;94.00,188.00"
