patch_id,keypoints
15,"103.00,125.00;83.00,138.00;94.00,141.00;105.00,143.00"
21,"129.00,140.00;117.00,141.00"
8,"45.00,85.00;56.00,80.00;69.00,79.00;69.00,88.00;56.00,89.00"
14,"81.00,86.00;106.00,82.00;105.00,96.00;104.00,110.00"
20,"138.00,88.00"
26,"175.00,87.00;150.00,81.00;163.00,82.00;164.00,90.00;150.00,90.00"
10,"66.00,173.00"
28,"152.00,174.00"
16,"105.00,171.00;80.00,167.00;93.00,164.00;105.00,167.00;105.00,177.00"
22,"118.00,164.00;134.00,167.00;134.00,176.00;119.00,176.00"
