patch_id,keypoints
15,"106.00,121.00;79.00,136.00;92.00,139.00;104.00,142.00"
21,"131.00,136.00;118.00,139.00"
8,"37.00,90.00;49.00,85.00;62.00,84.00;62.00,91.00;49.00,92.00"
14,"75.00,88.00;106.00,78.00;106.00,93.00;106.00,106.00"
20,"139.00,89.00"
26,"177.00,92.00;153.00,85.00;166.00,86.00;165.00,94.00;152.00,93.00"
10,"57.00,175.00"
28,"154.00,176.00"
16,"103.00,171.00;74.00,165.00;91.00,160.00;104.00,162.00"
22,"118.00,160.00;135.00,166.00;136.00,184.00"
23,"118.00,187.00"
17,"103.00,187.00"
