patch_id,keypoints
15,"110.00,136.00;110.00,120.00"
16,"87.00,148.00;99.00,150.00;85.00,170.00;100.00,167.00"
21,"136.00,146.00"
8,"43.00,90.00;55.00,85.00;69.00,85.00;68.00,95.00;54.00,94.00"
14,"80.00,93.00;109.00,90.00;109.00,105.00"
20,"141.00,92.00"
26,"180.00,86.00;153.00,82.00;167.00,82.00;168.00,91.00;155.00,92.00"
10,"69.00,173.00"
28,"157.00,170.00"
22,"111.00,176.00;111.00,152.00;124.00,149.00;111.00,170.00;121.00,166.00;138.00,168.00;140.00,180.00;125.00,184.00"
23,"113.00,185.00"
