patch_id,keypoints
21,"121.00,116.00;145.00,132.00;119.00,137.00;132.00,134.00"
15,"92.00,132.00;105.00,134.00"
8,"47.00,84.00;59.00,79.00;72.00,78.00;72.00,87.00;58.00,88.00"
14,"86.00,85.00"
26,"148.00,87.00;162.00,81.00;176.00,82.00;175.00,92.00;161.00,90.00"
32,"188.00,89.00"
10,"70.00,168.00"
28,"160.00,170.00"
22,"118.00,167.00;119.00,156.00;131.00,153.00;146.00,159.00;146.00,178.00;130.00,181.00;117.00,181.00"
20,"119.00,77.00;120.00,90.00;120.00,102.00"
16,"88.00,158.00;105.00,153.00"
