patch_id,keypoints
21,"142.00,121.00;116.00,136.00;126.00,138.00;137.00,140.00;146.00,139.00"
27,"154.00,136.00"
8,"60.00,85.00;73.00,79.00;73.00,88.00"
14,"100.00,85.00;86.00,78.00;87.00,88.00"
26,"152.00,86.00;167.00,78.00;180.00,79.00;180.00,89.00;166.00,89.00"
32,"191.00,86.00"
16,"90.00,168.00;108.00,161.00"
28,"171.00,172.00;159.00,162.00;158.00,174.00"
22,"135.00,165.00;124.00,158.00;136.00,160.00;147.00,158.00;147.00,174.00;135.00,175.00"
20,"134.00,77.00;136.00,92.00;139.00,106.00"
