patch_id,keypoints
20,"126.00,99.00;123.00,79.00;125.00,88.00"
15,"99.00,121.00"
27,"153.00,120.00"
8,"45.00,94.00;57.00,86.00;71.00,83.00;73.00,90.00;59.00,92.00"
14,"87.00,86.00"
26,"155.00,86.00;171.00,82.00;184.00,91.00;169.00,89.00"
32,"197.00,92.00;185.00,84.00"
16,"82.00,167.00;99.00,148.00"
28,"174.00,167.00;158.00,148.00;160.00,170.00"
22,"129.00,154.00;143.00,172.00;131.00,172.00"
19,"121.00,70.00"
21,"113.00,121.00;127.00,123.00;140.00,121.00;116.00,138.00;129.00,140.00;141.00,138.00"
