patch_id,keypoints
21,"127.00,132.00;127.00,116.00"
15,"98.00,145.00"
27,"151.00,145.00"
8,"53.00,88.00;66.00,85.00;66.00,93.00"
14,"93.00,89.00;80.00,84.00;80.00,92.00"
26,"153.00,91.00;167.00,86.00;181.00,87.00;181.00,96.00;167.00,94.00"
32,"193.00,91.00"
16,"83.00,181.00;97.00,174.00"
28,"164.00,182.00;149.00,174.00"
22,"124.00,181.00;111.00,148.00;125.00,152.00;139.00,149.00;112.00,170.00;124.00,173.00;135.00,170.00"
20,"126.00,86.00;127.00,101.00"
29,"151.00,190.00"
23,"137.00,193.00;125.00,194.00"
