patch_id,keypoints
21,"125.00,126.00;124.00,112.00;121.00,142.00;136.00,139.00"
15,"92.00,135.00;107.00,139.00"
27,"148.00,135.00"
8,"42.00,90.00;56.00,85.00;71.00,85.00;71.00,92.00;56.00,93.00"
14,"85.00,90.00"
20,"145.00,90.00;120.00,85.00;121.00,98.00"
26,"184.00,91.00;160.00,85.00;173.00,86.00;173.00,93.00;160.00,92.00"
10,"73.00,168.00"
28,"159.00,167.00"
22,"119.00,167.00;120.00,159.00;132.00,157.00;146.00,160.00;146.00,176.00;132.00,179.00;119.00,180.00"
16,"91.00,160.00;108.00,157.00"
