patch_id,keypoints
21,"123.00,116.00;124.00,139.00;137.00,137.00"
15,"94.00,134.00;109.00,137.00"
27,"150.00,134.00"
8,"44.00,93.00;57.00,90.00;71.00,88.00;72.00,95.00;58.00,97.00"
14,"87.00,91.00"
26,"150.00,91.00;165.00,88.00;179.00,89.00;180.00,97.00;165.00,95.00"
32,"192.00,93.00"
16,"77.00,175.00;92.00,162.00;110.00,156.00"
28,"169.00,177.00;153.00,163.00"
22,"123.00,173.00;124.00,159.00;136.00,156.00"
20,"120.00,80.00;121.00,92.00;121.00,103.00"
29,"153.00,188.00"
23,"136.00,193.00;123.00,193.00"
