patch_id,keypoints
21,"135.00,121.00;119.00,137.00;134.00,140.00;147.00,137.00"
15,"105.00,136.00"
27,"160.00,135.00"
8,"51.00,91.00;65.00,85.00;65.00,94.00"
14,"95.00,91.00;80.00,85.00;80.00,93.00"
26,"159.00,92.00;174.00,85.00;174.00,94.00"
32,"200.00,92.00;188.00,86.00;188.00,95.00"
16,"83.00,174.00;102.00,163.00"
28,"179.00,175.00;148.00,157.00;164.00,164.00;164.00,183.00"
22,"135.00,171.00;121.00,157.00;135.00,160.00"
20,"131.00,82.00;132.00,95.00;134.00,107.00"
29,"148.00,186.00"
23,"134.00,186.00"
