patch_id,keypoints
15,"106.00,126.00;80.00,140.00;106.00,113.00;93.00,142.00;105.00,143.00"
21,"130.00,140.00;118.00,142.00"
8,"37.00,90.00;50.00,85.00;65.00,86.00;63.00,96.00;48.00,96.00"
14,"76.00,94.00;108.00,90.00;107.00,102.00"
20,"139.00,94.00"
26,"180.00,91.00;153.00,86.00;167.00,86.00;169.00,97.00;154.00,97.00"
10,"66.00,175.00"
22,"147.00,174.00;118.00,158.00;134.00,163.00"
16,"106.00,172.00;80.00,164.00;95.00,158.00;106.00,160.00"
23,"134.00,186.00;119.00,192.00"
17,"106.00,192.00"
