patch_id,keypoints
21,"128.00,121.00;146.00,139.00;114.00,142.00;127.00,144.00;137.00,141.00"
15,"104.00,139.00"
8,"43.00,93.00;56.00,86.00;72.00,85.00;72.00,95.00;57.00,96.00"
14,"88.00,92.00"
26,"150.00,91.00;166.00,83.00;181.00,83.00;181.00,93.00;165.00,93.00"
32,"193.00,90.00"
16,"79.00,174.00;100.00,167.00"
28,"169.00,173.00;150.00,166.00;151.00,176.00"
22,"126.00,170.00;116.00,163.00;125.00,165.00;135.00,163.00;137.00,175.00;127.00,176.00"
20,"121.00,81.00;124.00,94.00;126.00,108.00"
